galaxy_num,system_num,name,x,y,economy_id,economy,govtype_id,govtype,techlev,productivity,radius,population,description
1,86,VELETE,195,39,7,Poor Agri,6,Democracy, 7,9120,4547,4,"Velete is a revolting dump."
1,87,ENGEMA,244,92,4,Mainly Agri,7,Corporate State, 8,21120,3572,5,"The world Engema is beset by a evil disease."
1,88,ATRIENXE,226,107,3,Mainly Ind,3,Dictatorship, 9,15288,3298,4,"Atrienxe is an unremarkable dump."
1,89,BEUSRIOR,66,146,2,Poor Ind,5,Confederacy,11,27648,3650,6,"The world Beusrior is a dull world."
1,90,ONTIAT,57,190,6,Average Agri,5,Confederacy, 6,9216,6713,4,"The planet Ontiat is scourged by a evil disease."
1,91,ATARZA,168,113,3,Mainly Ind,0,Anarchy, 5,4480,3240,2,"This world is plagued by occasional solar activity."
1,92,ARAZAES,160,36,4,Mainly Agri,6,Democracy, 7,16800,6816,4,"This planet is very notable for the Arazaesian tree ant and Arazaesian wolf meat."
1,93,XEERANRE,105,132,4,Mainly Agri,2,Multi-gov, 6,7776,3433,3,"Xeeranre is cursed by killer mountain AETABoids."
1,94,QUZADI,78,219,3,Mainly Ind,4,Communist, 9,17920,5454,5,"Quzadi is cursed by dreadful civil war."
1,95,ISTI,12,45,7,Poor Agri,1,Feudal, 2,1560,6156,1,"The planet Isti is reasonably noted for its inhabitants' eccentric shyness and Zero-G hockey."
1,96,DIGEBITI,117,192,2,Poor Ind,1,Feudal, 8,10240,6261,4,"Digebiti is cursed by killer mountain Soids."
1,97,LEONED,151,6,6,Average Agri,7,Corporate State, 9,16192,3223,5,"Leoned is reasonably well known for the Leonedian tree snake but scourged by unpredictable earthquakes."
1,98,ENZAER,217,56,0,Rich Ind,3,Dictatorship,11,24640,3545,5,"Enzaer is a revolting dump."
1,99,TERAED,199,80,0,Rich Ind,2,Multi-gov,12,22560,6087,5,"Teraed is an unremarkable dump."
1,100,VETITICE,105,152,0,Rich Ind,4,Communist,11,28800,4457,5,"This world is very well known for Vetitician lethal brandy and its great parking meters."
1,101,LAENIN,69,87,7,Poor Agri,4,Communist, 4,4608,4165,3,"The planet Laenin is  famous for its inhabitants' ancient loathing of sit coms but cursed by a killer disease."
1,102,BERAANXE,212,12,4,Mainly Agri,2,Multi-gov, 5,6624,3796,2,"The world Beraanxe is reasonably noted for its inhabitants' exceptional love for tourists and its unusual oceans."
1,103,ATAGE,226,219,3,Mainly Ind,3,Dictatorship, 9,15288,3298,4,"Atage is an unremarkable planet."
1,104,VEISTI,35,3,3,Mainly Ind,7,Corporate State,12,33880,4387,6,"The planet Veisti is reasonably noted for its inhabitants' eccentric shyness and Zero-G cricket."
1,105,ZAERLA,203,119,7,Poor Agri,1,Feudal, 5,3000,3019,3,"The planet Zaerla is mildly well known for its exotic cuisine."
1,106,ESREDICE,85,16,2,Poor Ind,1,Feudal, 8,10240,5205,4,"The world Esredice is a boring planet."
1,107,BEOR,197,13,5,Rich Agri,4,Communist, 6,9600,3013,3,"Beor is an unremarkable dump."
1,108,ORSO,237,89,1,Average Ind,2,Multi-gov, 9,15552,5357,4,"The world Orso is reasonably fabled for its exciting sit coms and its inhabitants' exceptional love for food blenders."
1,109,USATQURA,97,39,7,Poor Agri,6,Democracy, 5,7200,4961,3,"This planet is reasonably famous for its inhabitants' exceptional loathing of sit coms."
1,110,ERBITI,148,122,2,Poor Ind,0,Anarchy, 6,5888,2964,2,"The world Erbiti is most well known for its great dense forests."
1,111,REINEN,55,102,6,Average Agri,5,Confederacy, 8,11520,6455,5,"This planet is a tedious little planet."
1,112,ININBI,173,242,2,Poor Ind,5,Confederacy,10,25344,6061,5,"The world Ininbi is reasonably famous for its inhabitants' exceptional loathing of casinos."
1,113,ERLAZA,30,230,6,Average Agri,3,Dictatorship, 6,6720,2846,3,"The world Erlaza is mildly noted for its ancient mountains but plagued by a lethal disease."
1,114,CELABILE,235,4,4,Mainly Agri,7,Corporate State,11,27456,4331,6,"The planet Celabile is most famous for the Celabilian evil poet and Zero-G hockey."
1,115,RIBISO,97,166,6,Average Agri,6,Democracy, 6,10560,6497,4,"This planet is  fabled for its exciting  vacuum cricket ."
1,116,QUDIRA,236,39,7,Poor Agri,0,Anarchy, 1,768,5612,1,"The world Qudira is reasonably fabled for Qudiraian OBISO gargle blasters and the Qudiraian evil talking treeoid."
1,117,ISDIBI,251,244,6,Average Agri,0,Anarchy, 5,2944,6395,2,"The world Isdibi is scourged by deadly tree ants."
1,118,GEQURE,208,230,6,Average Agri,6,Democracy, 5,9280,3792,3,"This world is reasonably well known for the Gequrian tree ant but ravaged by dreadful civil war."
1,119,RARERE,203,206,6,Average Agri,7,Corporate State, 9,16192,4043,5,"The planet Rarere is mildly notable for Rarerian lethal brandy."
1,120,AERATER,209,78,6,Average Agri,3,Dictatorship, 5,5824,6865,3,"Aerater is a revolting little planet."
1,121,ATBEVETE,208,81,1,Average Ind,5,Confederacy,10,27864,3280,5,"The planet Atbevete is mildly well known for killer O gargle blasters."
1,122,BIORIS,220,214,6,Average Agri,5,Confederacy, 5,8064,4572,3,"Bioris is very fabled for the Biorisian edible poet."
1,123,RAALE,93,29,7,Poor Agri,0,Anarchy, 2,1152,3933,1,"This world is very fabled for the Raalian edible poet."
1,124,TIONISLA,38,193,1,Average Ind,6,Democracy,12,37440,4646,6,"This world is very notable for its inhabitants' ingrained shyness."
1,125,ENCERESO,85,189,5,Rich Agri,2,Multi-gov, 5,5760,3413,3,"Encereso is cursed by dreadful civil war."
1,126,ANERBE,199,14,6,Average Agri,4,Communist, 7,8960,5831,4,"The world Anerbe is reasonably fabled for its exciting  vacuum karate  and its great volcanoes."
1,127,GELAED,95,19,3,Mainly Ind,1,Feudal, 9,10360,3679,4,"The planet Gelaed is very noted for its pink Gelaedian UCE Gweed plantations but ravaged by unpredictable civil war."
1,128,ONUSORLE,81,216,2,Poor Ind,1,Feudal, 8,10240,6737,4,"This world is mildly well known for Onusorlian vicious brew and Onusorlian wolf cutlet."
1,129,ZAONCE,33,185,1,Average Ind,7,Corporate State,12,41976,3873,6,"This planet is a tedious place."
1,130,DIQUER,104,69,5,Rich Agri,3,Dictatorship, 5,7000,6248,3,"The world Diquer is a dull place."
1,131,ZADIES,120,112,0,Rich Ind,2,Multi-gov, 9,16800,3960,4,"The planet Zadies is  famous for its inhabitants' exceptional love for food blenders but scourged by dreadful solar activity."
1,132,ENTIZADI,91,233,1,Average Ind,4,Communist,12,28800,3419,6,"The planet Entizadi is  famous for its inhabitants' exceptional love for food blenders but scourged by dreadful solar activity."
1,133,ESANBE,173,132,4,Mainly Agri,4,Communist, 7,12672,5293,4,"Esanbe is  famous for its inhabitants' ancient loathing of casinos but plagued by deadly earthquakes."
1,134,USRALAAT,184,179,3,Mainly Ind,2,Multi-gov, 6,8736,5048,3,"This planet is plagued by deadly earthquakes."
1,135,ANLERE,177,53,5,Rich Agri,3,Dictatorship, 6,8120,5809,3,"Anlere is reasonably well known for the Anlerian spotted shrew but plagued by evil tree leopards."
1,136,TEVERI,235,78,6,Average Agri,7,Corporate State, 9,16192,6123,5,"The world Teveri is reasonably fabled for Teverian evil juice and its inhabitants' ingrained shyness."
1,137,SOTIERA,81,30,6,Average Agri,1,Feudal, 4,3200,4689,2,"The world Sotiera is mildly fabled for the Sotieraian mountain poet but cursed by unpredictable earthquakes."
1,138,EDEDLEEN,207,16,2,Poor Ind,1,Feudal,10,12800,5071,5,"The planet Ededleen is mildly well known for its exotic cuisine."
1,139,INONRI,114,161,1,Average Ind,4,Communist,11,26496,6002,5,"This world is very well known for Inonrian wolf meat and its wierd volcanoes."
1,140,ESBEUS,75,94,6,Average Agri,2,Multi-gov, 6,5568,5195,3,"The world Esbeus is mildly noted for its ancient mountains but plagued by frequent earthquakes."
1,141,LERELACE,69,72,0,Rich Ind,6,Democracy,12,40800,3141,6,"This planet is a dull place."
1,142,ESZARAXE,229,149,7,Poor Agri,0,Anarchy, 2,1152,5349,1,"The planet Eszaraxe is most famous for the Eszaraxian spotted shrew and the Eszaraxian mountain poet."
1,143,ANBEEN,130,52,4,Mainly Agri,5,Confederacy, 9,18144,5762,5,"Anbeen is reasonably notable for its great tropical forests but cursed by dreadful solar activity."
1,144,BIORLE,97,114,2,Poor Ind,5,Confederacy,10,25344,4449,5,"The world Biorle is a dull world."
1,145,ANISOR,160,129,1,Average Ind,3,Dictatorship, 9,18648,5792,4,"This planet is very well known for its inhabitants' ancient mating traditions and its inhabitants' ancient loathing of casinos."
1,146,USRAREMA,81,249,1,Average Ind,7,Corporate State,12,41976,4945,6,"This world is very notable for the Usraremaian edible poet."
1,147,DISO,11,174,6,Average Agri,6,Democracy, 8,13120,6155,5,"This planet is mildly noted for its ancient S corn plantations but beset by frequent solar activity."
1,148,RIRAES,182,224,2,Poor Ind,0,Anarchy, 8,7936,6582,3,"The world Riraes is  fabled for its wierd rock formations and its pink oceans."
1,149,ORRIRA,92,9,3,Mainly Ind,0,Anarchy, 5,4480,5212,2,"The planet Orrira is cursed by killer edible talking treeoids."
1,150,XEER,141,116,4,Mainly Agri,6,Democracy, 8,18720,2957,4,"This world is very well known for Xeerian wolf meat and its fabulous cuisine."
1,151,CEESXE,147,16,0,Rich Ind,7,Corporate State,15,56320,4243,8,"The world Ceesxe is most well known for its vast rain forests."
1,152,ISATRE,113,2,2,Poor Ind,3,Dictatorship, 9,17024,6257,4,"The world Isatre is a boring planet."
1,153,AONA,78,224,0,Rich Ind,5,Confederacy,13,38880,2894,6,"This world is very well known for Aonaian lethal brandy and its great volcanoes."
1,154,ISINOR,47,191,7,Poor Agri,5,Confederacy, 7,7992,6191,4,"This world is very fabled for its unusual oceans."
1,155,USZAA,3,153,3,Mainly Ind,0,Anarchy, 8,7168,4867,4,"The planet Uszaa is reasonably noted for its inhabitants' eccentric love for tourists and the Uszaaian tree grub."
1,156,AANBIAT,91,47,7,Poor Agri,6,Democracy, 7,9120,6747,4,"This planet is  fabled for its ancient Aanbiatian N  US banana plantations."
1,157,BEMAERA,49,198,6,Average Agri,2,Multi-gov, 4,4032,3633,2,"Bemaera is most noted for the Bemaeraian deadly  GEoid and its inhabitants' unusual silliness."
1,158,ININES,239,16,0,Rich Ind,4,Communist,13,33920,6127,6,"This world is a tedious place."
1,159,EDZAON,162,201,3,Mainly Ind,1,Feudal, 8,9240,5026,4,"This world is most notable for Edzaonian lethal water but plagued by occasional solar activity."
1,160,LERITEAN,221,191,7,Poor Agri,1,Feudal, 3,2040,3293,2,"The planet Leritean is mildly well known for its exotic cuisine."
1,161,VEALE,155,60,4,Mainly Agri,7,Corporate State,11,27456,4507,6,"The world Veale is most well known for its vast dense forests."
1,162,EDLE,167,33,1,Average Ind,3,Dictatorship,12,24696,5031,6,"Edle is  famous for its inhabitants' exceptional love for food blenders but scourged by frequent civil war."
1,163,ANLAMA,25,96,0,Rich Ind,2,Multi-gov,10,18720,5657,4,"This world is a tedious little planet."
1,164,RIBILEBI,252,11,3,Mainly Ind,4,Communist, 7,14336,6652,4,"The planet Ribilebi is most famous for its vast oceans and its fabulous goat soup."
1,165,RELAES,6,129,1,Average Ind,4,Communist,11,26496,6406,5,"This world is a tedious place."
1,166,DIZAONER,77,41,1,Average Ind,2,Multi-gov, 9,15552,6221,4,"Dizaoner is ravaged by unpredictable solar activity."
1,167,RAZAAR,112,95,7,Poor Agri,3,Dictatorship, 3,3192,3952,2,"The world Razaar is a dull place."
1,168,ENONLA,99,106,2,Poor Ind,7,Corporate State,13,40832,3427,7,"Enonla is ravaged by dreadful civil war."
1,169,ISANLEQU,200,149,7,Poor Agri,1,Feudal, 2,1560,6344,1,"This planet is beset by a evil disease."
1,170,TIBECEA,250,225,3,Mainly Ind,1,Feudal, 8,9240,4858,4,"Tibecea is very fabled for the Tibeceaian edible poet."
1,171,SOTERA,15,5,5,Rich Agri,4,Communist, 8,12160,4623,4,"Sotera is mildly notable for Soteraian lethal brandy."
1,172,ESVEOR,88,52,4,Mainly Agri,2,Multi-gov, 5,6624,5208,2,"Esveor is mildly famous for its pink oceans and Zero-G hockey."
1,173,ESTEONBI,25,57,1,Average Ind,6,Democracy,11,34560,5145,6,"This planet is mildly fabled for its inhabitants' ingrained shyness but cursed by unpredictable solar activity."
1,174,XEESENRI,230,127,7,Poor Agri,0,Anarchy, 3,1536,3558,2,"Xeesenri is mildly notable for its inhabitants' wierd shyness."
1,175,ORESLE,190,210,2,Poor Ind,5,Confederacy,11,27648,5310,6,"This world is reasonably notable for its great volcanoes but ravaged by a vicious disease."
1,176,ERVEIN,196,193,1,Average Ind,5,Confederacy,10,27864,3012,5,"Ervein is a revolting little planet."
1,177,LARAIS,19,236,4,Mainly Agri,3,Dictatorship, 9,13440,4115,5,"This world is a revolting dump."
1,178,ANXEBIZA,104,189,5,Rich Agri,7,Corporate State, 7,16280,5736,4,"The planet Anxebiza is an unremarkable dump."
1,179,DIEDAR,164,134,6,Average Agri,6,Democracy, 5,9280,6308,3,"This world is ravaged by dreadful civil war."
1,180,ENINRE,47,106,2,Poor Ind,0,Anarchy, 9,8960,3375,4,"The planet Eninre is cursed by deadly civil war."
1,181,BIBE,172,238,6,Average Agri,0,Anarchy, 2,1408,4524,1,"This world is most fabled for Bibian lethal brandy but beset by a evil disease."
1,182,DIQUXE,249,211,3,Mainly Ind,6,Democracy, 9,23520,6393,5,"This planet is mildly noted for its ancient mountains but plagued by frequent earthquakes."
1,183,SORACE,74,34,2,Poor Ind,7,Corporate State,12,38016,4682,6,"Sorace is cursed by deadly civil war."
1,184,ANXEONIS,193,133,5,Rich Agri,3,Dictatorship, 6,8120,5825,3,"The planet Anxeonis is most famous for its vast rain forests."
1,185,RIANTIAT,189,63,7,Poor Agri,5,Confederacy, 5,6264,6589,3,"This planet is  notable for the Riantiatian edible grub and the Riantiatian spotted wolf."
1,186,ZARECE,49,119,7,Poor Agri,5,Confederacy, 5,6264,3889,3,"This planet is a tedious place."
1,187,MAESIN,152,229,7,Poor Agri,0,Anarchy, 1,768,5784,1,"The planet Maesin is an unremarkable dump."
1,188,TIBIONIS,65,108,4,Mainly Agri,6,Democracy, 8,18720,4673,4,"Tibionis is most noted for the Tibionisian deadly goat and its vast rain forests."
1,189,GELEGEUS,253,159,7,Poor Agri,2,Multi-gov, 3,2592,3837,2,"Gelegeus is mildly notable for Gelegeusian XES  ST brandy."
1,190,DIORA,200,227,3,Mainly Ind,4,Communist, 7,14336,6344,4,"The planet Diora is an unremarkable planet."
1,191,RIGETI,213,79,7,Poor Agri,1,Feudal, 3,2040,6613,2,"Rigeti is a revolting dump."
1,192,BEGEABI,24,119,7,Poor Agri,1,Feudal, 2,1560,3608,1,"Begeabi is very notable for its inhabitants' wierd silliness."
1,193,ORRERE,6,143,7,Poor Agri,7,Corporate State, 7,10296,5126,4,"Orrere is mildly well known for Orrerian vicious brew."
1,194,BETI,150,206,6,Average Agri,3,Dictatorship, 6,6720,3734,3,"This planet is  fabled for its wierd volcanoes and the Betian mountain lobstoid."
1,195,GERETE,171,32,0,Rich Ind,2,Multi-gov,12,22560,3755,5,"This world is most fabled for Zero-G cricket but cursed by unpredictable solar activity."
1,196,QUCERERE,78,252,4,Mainly Agri,4,Communist, 8,14208,5454,4,"This planet is a tedious place."
1,197,XEONER,78,78,6,Average Agri,4,Communist, 6,7936,3406,3,"The world Xeoner is a dull world."
1,198,XEZAOR,146,112,0,Rich Ind,2,Multi-gov,11,20640,3474,5,"The world Xezaor is most well known for its hoopy casinos."
1,199,RITILA,32,89,1,Average Ind,3,Dictatorship, 9,18648,6432,4,"The world Ritila is very famous for its hoopy casinos but beset by a evil disease."
1,200,EDORTE,139,85,5,Rich Agri,7,Corporate State,10,21560,5003,6,"The planet Edorte is an unremarkable dump."
